scientific_name,Order,Axial_length_mm,transverse_diameter_mm,brain_vol_ml,body_mass_g,habitat_openness,migration,food_type,foraging_habitat,activity_pattern
Climacteris_erythrops,Passeriformes,6.4,8.05,0.88,23.3,So,Se,An,In,D
Climacteris_melanurus,Passeriformes,7.2,8.6,0.86,31.85,So,Se,An,In,D
Climacteris_picumnus,Passeriformes,7.65,9.75,1,28.94,So,Se,An,In,D
Climacteris_rufus,Passeriformes,8.4,9.8,1.03,32.64,So,Se,An,In,D
Clytorhynchus_pachycephaloides,Passeriformes,8,9.55,1.05,26.3,De,Se,An,In,D
Cnemophilus_loriae,Passeriformes,10.93,13.9,2.15,83.97,De,Se,Pl,In,D
Cnemotriccus_fuscatus,Passeriformes,7.05,8.53,0.46,13.6,So,Pm,An,In,D
Coccothraustes_coccothraustes,Passeriformes,8.5,10,1.42,56.63,De,Pm,Pl,In,D
Coccothraustes_vespertinus,Passeriformes,8,9.7,1.7,57.3,De,Pm,Pl,In,D
Coccyzus_americanus,Cuculiformes,9.33,11.49,1.17,64,De,Mi,An,In,D
Coccyzus_erythropthalmus,Cuculiformes,8.73,10.92,1.01,50.9,De,Mi,An,In,D
Coccyzus_minor,Cuculiformes,12.1,13.9,1.16,63.89,So,Pm,An,In,D
Coccyzus_vetula,Cuculiformes,12.2,14.9,2,96,De,Se,An,In,D
Coereba_flaveola,Passeriformes,4.9,6.43,0.44,10.01,So,Se,Pl,In,D
Colaptes_auratus,Piciformes,10.7,12.8,3.06,131.46,So,Pm,An,Ge,D
Colaptes_rubiginosus,Piciformes,8.8,10.6,2.19,55.79,So,Se,An,In,D
Colinus_virginianus,Galliformes,9.9,11.95,1.3,171.89,So,Se,Pl,Te,D
Colius_striatus,Coliiformes,7.6,9.46,1.14,51.1,So,Se,Pl,In,D
Collocalia_esculenta,Caprimulgiformes,4.98,5.9,0.2,6.29,De,Se,An,Ae,D
Collocalia_spodiopygia,Caprimulgiformes,7.6,8.25,0.24,8.03,De,Se,An,Ae,D
Colluricincla_harmonica,Passeriformes,11,12.9,2,65.8,So,Se,An,In,D
Colluricincla_megarhyncha,Passeriformes,8.9,10.95,1.34,32.34,De,Se,An,In,D
Colonia_colonus,Passeriformes,7.8,8.9,0.47,18.3,De,Se,An,In,D
Columba_livia,Columbiformes,11.13,13.9,2.04,354.2,Op,Se,Pl,Te,D
Columba_palumbus,Columbiformes,12.4,NA,2.51,490,So,Se,Pl,Te,D
Columbina_inca,Columbiformes,6.9,9.35,0.73,47.5,Op,Se,Pl,Te,D
Columbina_minuta,Columbiformes,7.45,9,0.56,32.59,So,Se,Pl,Te,D
Columbina_picui,Columbiformes,7.8,9.7,0.75,47,Op,Mi,Pl,Te,D
Columbina_talpacoti,Columbiformes,7.25,9.6,0.72,46.04,Op,Pm,Pl,Te,D
Conopophaga_lineata,Passeriformes,9.33,11.05,0.7,25.21,De,Se,An,In,D
Conopophila_albogularis,Passeriformes,5.6,6.65,0.55,11.8,So,Se,Om,In,D
Conopophila_rufogularis,Passeriformes,5.6,6.55,0.44,10.8,So,Se,Om,In,D
Contopus_cooperi,Passeriformes,9.2,11,0.64,32.1,De,Mi,An,In,D
Contopus_latirostris,Passeriformes,7.1,8.2,0.38,11.2,De,Se,An,In,D
Contopus_sordidulus,Passeriformes,7.8,8.6,0.34,13.1,De,Mi,An,In,D
Contopus_virens,Passeriformes,7.6,8.9,0.45,13.9,De,Mi,An,In,D
Copsychus_malabaricus,Passeriformes,9.5,11.1,0.87,29.23,De,Se,An,In,D
Copsychus_saularis,Passeriformes,9.2,11.1,1.1,36,De,Se,An,Te,D
Coracias_caudatus,Coraciiformes,13.8,15.7,2.06,110,So,Pm,An,In,D
Coracias_garrulus,Coraciiformes,12.95,16.1,2.32,146,So,Mi,An,In,D
Coracina_maxima,Passeriformes,13.3,15.75,2.2,127,Op,Se,An,Te,D
Coracina_novaehollandiae,Passeriformes,15.7,18.45,2.4,118,So,Se,An,In,D
Coracina_papuensis,Passeriformes,12.6,15,2.03,63.45,So,Se,An,In,D
Coracopsis_vasa,Psittaciformes,14.6,17.5,8.68,525,De,Se,Pl,In,D
Coragyps_atratus,Cathartiformes,16.8,NA,11.99,1881.69,Op,Pm,Om,Te,D
Corcorax_melanorhamphos,Passeriformes,13.77,15.87,5.2,364,So,Se,Om,Te,D
Cormobates_leucophaea,Passeriformes,7,8,0.81,22,So,Se,An,In,D
Corvus_albus,Passeriformes,16.3,19.55,8.75,524,Op,Pm,An,Te,D
Corvus_bennetti,Passeriformes,15.7,18.75,6.44,389,So,Se,Om,Ge,D
Corvus_brachyrhynchos,Passeriformes,13.81,15.05,7.17,448.76,So,Pm,Om,Te,D
Corvus_corax,Passeriformes,19.45,23.2,14.45,927.97,Op,Pm,Om,Te,D
Corvus_corone,Passeriformes,15.63,18.7,8.51,570,Op,Se,An,Te,D
Corvus_coronoides,Passeriformes,17.4,20.6,9.83,644.3,So,Se,Om,Ge,D
Corvus_cryptoleucus,Passeriformes,17.8,20.35,8.95,533.54,Op,Se,An,Te,D
Corvus_frugilegus,Passeriformes,15,17.85,7.61,452.1,Op,Se,Om,Te,D
Corvus_macrorhynchos,Passeriformes,15.85,19.03,12.66,513.14,So,Se,Om,Ge,D
Corvus_mellori,Passeriformes,17.2,20.1,8.5,540.37,So,Se,Om,Ge,D
Corvus_monedula,Passeriformes,12.6,14.7,5.15,246,Op,Pm,Om,Te,D
Corvus_moneduloides,Passeriformes,13.1,16.5,7.23,277.38,So,Se,Om,Ge,D
Corvus_orru,Passeriformes,16.4,19.5,8.91,507.96,So,Se,Om,Ge,D
Corvus_ruficollis,Passeriformes,18.3,21.4,10.14,573.5,Op,Se,Om,Te,D
Corvus_splendens,Passeriformes,14.5,16.35,5.91,292.55,Op,Se,Om,Te,D
Corydon_sumatranus,Passeriformes,14,16.6,2.4,140,De,Se,An,In,D
Coryphistera_alaudina,Passeriformes,8.3,9.8,0.94,30,So,Se,An,Te,D
Coryphospingus_cucullatus,Passeriformes,6.3,7.63,0.67,14.28,De,Se,Pl,Ge,D
Corythaeola_cristata,Musophagiformes,15.4,20.1,5.98,964.99,De,Se,Pl,In,D
Corythaixoides_concolor,Musophagiformes,13.3,16.15,3.78,258,So,Se,Pl,In,D
Coturnix_chinensis,Galliformes,5.55,7.45,0.56,40.41,So,Se,Pl,Te,D
Coturnix_coturnix,Galliformes,8.3,10.05,0.94,96.28,Op,Mi,Pl,Te,D
Coua_caerulea,Cuculiformes,15.8,18,4.05,244,De,Se,An,In,D
Cracticus_nigrogularis,Passeriformes,13.15,16.35,3.02,128,So,Se,An,In,D
Cracticus_quoyi,Passeriformes,13.8,16.6,3.55,168,De,Se,An,In,D
Cracticus_torquatus,Passeriformes,12.85,15.18,2.78,82.88,So,Se,Om,In,D
Crax_alector,Galliformes,20.2,24.73,6.76,2872,De,Se,Pl,Te,D
Crax_rubra,Galliformes,20.3,26,9.56,4133,De,Se,Pl,Te,D
Crinifer_piscator,Musophagiformes,15.3,18.45,4.7,370,Op,Se,Pl,In,D
Crossoptilon_auritum,Galliformes,16.2,20.2,5.69,1768.33,De,Se,Pl,Te,D
Crotophaga_ani,Cuculiformes,10.35,13.2,1.56,110.09,Op,Se,An,In,D
Crypturellus_soui,Struthioniformes,11.4,13.7,1.49,216.16,De,Se,Pl,Te,D
Crypturellus_tataupa,Struthioniformes,9.45,12.25,1.26,218.8,So,Se,Pl,Te,D
Cuculus_canorus,Cuculiformes,11.5,15.25,1.57,111.36,So,Mi,An,In,D
Cuculus_pallidus,Cuculiformes,11.7,15.15,1.43,87.69,So,Se,An,In,D
Cuculus_saturatus,Cuculiformes,11.8,14.8,1.58,87,De,Mi,An,In,D
Cursorius_cursor,Charadriiformes,12.8,16.3,1.44,138,Op,Pm,An,Te,D
Cursorius_temminckii,Charadriiformes,10.3,13.2,1.25,69.2,Op,Se,An,Te,D
Cyanerpes_cyaneus,Passeriformes,6.1,7.1,0.55,14,De,Se,Om,In,D
Cyanocitta_cristata,Passeriformes,11.63,13.93,2.92,88,So,Se,Om,Te,D
Cyanocitta_stelleri,Passeriformes,12.3,14.1,3.54,128,De,Se,Om,In,D
Cyanocorax_affinis,Passeriformes,12.8,16.25,4.36,212,De,Se,Om,In,D
Cyanocorax_chrysops,Passeriformes,9.35,10.6,4.15,166,De,Se,An,In,D
Cyanocorax_morio,Passeriformes,14.5,16.8,4.8,204,So,Se,Om,In,D
Cyanocorax_yncas,Passeriformes,11.5,13.7,2.32,78.5,So,Se,Om,In,D
Cyanoliseus_patagonus,Psittaciformes,11.4,13.1,8.23,277.88,So,Pm,Pl,In,D
Cyanopica_cyanus,Passeriformes,11,13.05,2.8,95.91,So,Se,Om,Ge,D
Cyanoramphus_unicolor,Psittaciformes,9.3,11.1,4.03,149.03,So,Se,Pl,Te,D
Cyclarhis_gujanensis,Passeriformes,8.78,10.39,1.26,28.8,So,Se,An,In,D
Cyclopsitta_diophthalma,Psittaciformes,8.2,9.35,1.7,41.84,De,Se,Pl,In,D
Cygnus_cygnus,Anseriformes,18.45,NA,19.5,9349.99,Op,Mi,Pl,Aq,D
Cygnus_olor,Anseriformes,16.9,NA,16.64,10682.04,Op,Mi,Pl,Aq,D
Cymbilaimus_lineatus,Passeriformes,9.6,11.8,1.22,35.8,De,Se,An,In,D
Cyornis_rubeculoides,Passeriformes,8,9.55,0.55,14.2,So,Se,An,In,D
Cyphorhinus_arada,Passeriformes,7.3,8.7,0.91,20.9,De,Se,An,Ge,D
Cypsiurus_parvus,Caprimulgiformes,7.93,9.03,0.3,13.6,De,Se,An,Ae,D
Cyrtonyx_montezumae,Galliformes,9.8,12.4,1.46,185.38,So,Se,Pl,Te,D
Dacelo_gaudichaud,Coraciiformes,15.8,18.6,2.15,143,De,Se,An,In,D
Dacelo_leachii,Coraciiformes,20.3,22.55,4.23,307.98,So,Se,An,In,D
Dacelo_novaeguineae,Coraciiformes,19.8,23.05,4.31,333.8,So,Se,An,In,D
Dacnis_cayana,Passeriformes,6.3,7.55,0.55,13,So,Se,Pl,In,D
Daphoenositta_chrysoptera,Passeriformes,5.93,6.97,0.61,11.7,So,Se,An,In,D
Daptrius_ater,Falconiformes,17.8,NA,5.28,351.75,So,Pm,An,Te,D
Dasyornis_broadbenti,Passeriformes,9.9,11.98,1.88,67.9,So,Se,Om,Ge,D
Delichon_urbicum,Passeriformes,7.8,8.55,0.48,14.5,Op,Mi,An,Ae,D
Dendragapus_canadensis,Galliformes,13.3,16.15,2.44,473.65,De,Se,Pl,Te,D
Dendrocincla_fuliginosa,Passeriformes,8.95,10.63,1.06,38.7,De,Se,An,In,D
Dendrocitta_formosae,Passeriformes,11.7,14.2,2.49,102.74,So,Se,Om,In,D
Dendrocitta_vagabunda,Passeriformes,12.5,14.6,2.7,100,So,Se,An,Te,D
Dendrocolaptes_certhia,Passeriformes,11.65,13.93,1.74,68.7,De,Se,An,In,D
Dendrocolaptes_platyrostris,Passeriformes,11.2,13,1.32,61.7,De,Se,An,In,D
Dendrocopos_maculatus,Piciformes,6.4,8.45,1.02,24.5,De,Se,An,In,D
Dendrocopos_major,Piciformes,9.8,NA,2.7,74.94,De,Se,Om,In,D
Dendrocopos_minor,Piciformes,7,8.9,1.16,19.8,De,Se,An,In,D
Dendroica_caerulescens,Passeriformes,6,7.65,0.43,10.14,De,Mi,An,In,D
Dendroica_coronata,Passeriformes,6.4,7.7,0.51,11.94,De,Mi,An,In,D
Dendroica_magnolia,Passeriformes,6.2,7.05,0.37,8.14,De,Mi,An,In,D
Dendroica_petechia,Passeriformes,6.7,7.8,0.52,10.22,De,Mi,An,In,D
Dendropicos_fuscescens,Piciformes,6.7,8.1,1.22,26,So,Se,An,In,D
Dendroplex_picus,Passeriformes,6.8,8.65,1.3,41.34,So,Se,An,In,D
Deroptyus_accipitrinus,Psittaciformes,13.2,16.45,7.74,246,De,Se,Pl,In,D
Dicrurus_hottentottus,Passeriformes,11.3,14.25,1.96,79.19,De,Se,An,In,D
Dicrurus_remifer,Passeriformes,10.6,12.2,1.16,43.1,De,Se,An,In,D
Didunculus_strigirostris,Columbiformes,12.5,15.25,2.69,400,De,Se,Pl,In,D
Dinopium_benghalense,Piciformes,9.8,12.05,2.8,100,So,Se,An,In,D
Dolichonyx_oryzivorus,Passeriformes,7,8.42,1.07,31.46,De,Mi,Om,Ge,D
Donacobius_atricapilla,Passeriformes,9.4,10.7,1.15,36.8,Op,Se,An,In,D
Dromaius_novaehollandiae,Struthioniformes,25.4,30.1,28.88,34093.25,Op,Se,Pl,Te,D
Dromas_ardeola,Charadriiformes,16.6,NA,3.76,325,Op,Se,An,Te,D
Drymodes_brunneopygia,Passeriformes,8.2,10.6,0.95,32.95,So,Se,An,Ge,D
Dryocopus_javensis,Piciformes,11.8,15.78,6.07,271.4,De,Se,An,In,D
Dryocopus_martius,Piciformes,10.7,13,7.43,321,De,Se,An,In,D
Dryocopus_pileatus,Piciformes,12.8,16.25,6.8,286.59,De,Se,An,In,D
Dryoscopus_cubla,Passeriformes,8.7,10.25,1.13,26.23,So,Se,An,In,D
Ducula_aenea,Columbiformes,13.4,16.5,3.06,545,De,Se,Pl,In,D
Ducula_badia,Columbiformes,13.9,17.3,3.05,485.99,So,Se,Pl,In,D
Dulus_dominicus,Passeriformes,8.07,9.98,1.27,48.4,So,Se,Pl,In,D
Dumetella_carolinensis,Passeriformes,7.68,9.2,1.14,35.3,De,Mi,Om,In,D
Dysithamnus_mentalis,Passeriformes,8.05,9.38,0.7,14.87,De,Se,An,In,D
Eclectus_roratus,Psittaciformes,13.8,16.6,7.36,480.76,De,Se,Pl,In,D
Elaenia_albiceps,Passeriformes,6.78,8.33,0.51,15.5,So,Pm,Om,In,D
Elaenia_frantzii,Passeriformes,6.8,8,0.61,19.6,Op,Se,Pl,In,D
Elaenia_martinica,Passeriformes,8.2,9.38,0.65,20.79,So,Se,Om,In,D
Elanus_caeruleus,Accipitriformes,18.1,NA,3.43,259.76,Op,Pm,An,Ae,D
Elanus_leucurus,Accipitriformes,21.05,NA,2.96,346,Op,Pm,An,Ae,D
Empidonax_minimus,Passeriformes,7.03,8.47,0.37,10,De,Mi,An,In,D
Empidonax_oberholseri,Passeriformes,7.47,8.57,0.41,10.4,So,Mi,An,In,D
Empidonax_virescens,Passeriformes,7.43,7.63,0.43,12.6,So,Mi,An,In,D
Enicognathus_ferrugineus,Psittaciformes,10.4,13.1,5.32,160,So,Se,Pl,In,D
Enicurus_scouleri,Passeriformes,6.8,7.95,0.76,17.8,Op,Se,An,Te,D
Entomyzon_cyanotis,Passeriformes,10.7,12.55,2.23,105.26,So,Se,Om,In,D
Eopsaltria_australis,Passeriformes,8,10.85,0.86,20.15,So,Se,An,In,D
Eopsaltria_griseogularis,Passeriformes,9.1,10.95,0.83,19.38,So,Se,An,In,D
Eopsaltria_pulverulenta,Passeriformes,7.8,9.35,0.83,19.19,So,Pm,An,In,D
Eos_bornea,Psittaciformes,10.4,12.2,4.78,156,De,Se,Pl,In,D
Eos_cyanogenia,Psittaciformes,10,12.4,4.85,167,De,Se,Pl,In,D
Epinecrophylla_fulviventris,Passeriformes,5.7,7,0.48,10.4,De,Se,An,In,D
Epthianura_albifrons,Passeriformes,5.7,7.45,0.53,13.3,Op,Se,An,Ge,D
Epthianura_aurifrons,Passeriformes,6,7.3,0.43,10.5,So,Se,An,Ge,D
Epthianura_tricolor,Passeriformes,6,7.15,0.44,10.7,So,Se,An,Ge,D
Eremophila_alpestris,Passeriformes,7.38,8.44,0.89,33.33,Op,Mi,Om,Te,D
Eremophila_bilopha,Passeriformes,7.3,8.8,0.82,38.5,Op,Pm,Pl,Te,D
Erithacus_rubecula,Passeriformes,7.3,9.15,0.64,17.7,De,Mi,An,Ge,D
Erythrura_gouldiae,Passeriformes,5.2,6.4,0.53,13.8,Op,Se,Pl,Ge,D
Erythrura_trichroa,Passeriformes,5.2,6.95,0.58,14.39,So,Se,Pl,In,D
Esacus_giganteus,Charadriiformes,22.7,27.45,5.35,1015.87,Op,Pm,An,Te,D
Estrilda_astrild,Passeriformes,4.8,5.4,0.34,8.29,Op,Se,Pl,Ge,D
Estrilda_caerulescens,Passeriformes,5.2,6.05,0.41,9.4,So,Se,Pl,Ge,D
Estrilda_melpoda,Passeriformes,5,5.6,0.38,7.6,Op,Se,Om,Ge,D
Eubucco_bourcierii,Piciformes,7.9,9.3,1.03,37,De,Se,Pl,In,D
Eudromia_elegans,Struthioniformes,11.8,17,2.49,702.9,So,Se,Pl,Te,D
Eudynamys_scolopaceus,Cuculiformes,12.5,14.45,2.46,194.92,So,Pm,Pl,In,D
Eudynamys_taitensis,Cuculiformes,12,14.3,2,117,De,Mi,An,In,D
Eudyptes_chrysocome,Sphenisciformes,22.7,NA,12.42,2327.85,Op,Pm,An,Aq,D
Eulampis_holosericeus,Caprimulgiformes,4.5,5.55,0.24,5.7,So,Se,Pl,Ae,D
Eulampis_jugularis,Caprimulgiformes,5.1,6.35,0.32,8.85,De,Se,Pl,Ae,D
Euneornis_campestris,Passeriformes,3.1,7.6,0.7,16,So,Se,Pl,In,D
Eunymphicus_cornutus,Psittaciformes,11.5,12.95,3.33,130,De,Se,Pl,In,D
Euphagus_carolinus,Passeriformes,8.3,10,1.51,59.57,So,Mi,Om,Te,D
Euplectes_orix,Passeriformes,6.4,7.5,0.76,22.97,Op,Se,Om,Te,D
Eupodotis_afra,Otidiformes,14.7,17.38,3.76,689.99,Op,Se,Om,Te,D
Eurocephalus_anguitimens,Passeriformes,10.3,11.93,1.73,69.04,So,Se,An,In,D
Eurostopodus_macrotis,Caprimulgiformes,17.45,NA,1.46,140.64,De,Se,An,Ae,N
Eurypyga_helias,Eurypygiformes,12.87,15.92,2.48,210,So,Se,An,Te,D
Eurystomus_glaucurus,Coraciiformes,14.15,17,1.74,110,So,Se,An,Ge,D
Eurystomus_orientalis,Coraciiformes,14.8,17.63,1.98,143.02,So,Mi,An,Ae,D
Falco_berigora,Falconiformes,20.4,NA,6.24,587.01,Op,Se,An,Ge,D
Falco_biarmicus,Falconiformes,18.8,NA,6.08,606.09,Op,Pm,An,Ae,D
Falco_cenchroides,Falconiformes,15.3,NA,3.14,170.47,Op,Pm,An,Ge,D
Falco_eleonorae,Falconiformes,16.4,NA,4.04,390,Op,Mi,An,Ae,D
Falco_naumanni,Falconiformes,11.9,NA,2.71,152.06,Op,Mi,An,Ge,D
Falco_novaeseelandiae,Falconiformes,17.8,NA,5.5,418.6,Op,Pm,An,Ae,D
Falco_peregrinus,Falconiformes,20.5,NA,6.19,759.95,Op,Pm,An,Ae,D
Falco_rufigularis,Falconiformes,15.7,NA,3.18,163.64,So,Se,An,Ae,D
Falco_rusticolus,Falconiformes,22.9,NA,9.43,1431.72,Op,Mi,An,Ae,D
Falco_sparverius,Falconiformes,11.95,NA,2.49,114.61,Op,Mi,An,In,D
Falco_subbuteo,Falconiformes,14.7,NA,3.59,208.17,Op,Mi,An,Ae,D
Falco_tinnunculus,Falconiformes,16.6,NA,3.87,183.21,Op,Mi,An,Ae,D
Falco_vespertinus,Falconiformes,13.5,NA,2.7,151.49,Op,Mi,An,Ae,D
Falcunculus_frontatus,Passeriformes,7.5,9.28,1.24,27.94,De,Se,An,In,D
Ficedula_westermanni,Passeriformes,6.5,8.25,0.33,7.8,De,Se,An,In,D
Florisuga_mellivora,Caprimulgiformes,4.7,5.9,0.26,7.4,De,Se,Pl,Ae,D
Formicarius_analis,Passeriformes,10.3,12.55,1.3,62.19,De,Se,An,Te,D
Formicarius_colma,Passeriformes,9.4,11.45,1.08,47,De,Se,An,Te,D
Formicivora_grisea,Passeriformes,6.6,7.95,0.45,10.36,So,Se,An,In,D
Forpus_passerinus,Psittaciformes,6.3,7.4,1.1,23,So,Se,Pl,Ge,D
Foudia_madagascariensis,Passeriformes,6.2,7.4,0.75,16.59,Op,Se,Pl,In,D
Foulehaio_carunculatus,Passeriformes,7.4,8.85,0.98,37,De,Se,Pl,In,D
Francolinus_leucoscepus,Galliformes,13,16.3,3.2,640.61,So,Se,Pl,Te,D
Francolinus_sephaena,Galliformes,10.6,13.75,2.25,340.47,So,Se,Om,Te,D
Fregata_aquila,Suliformes,19.66,NA,9.12,1620,Op,Mi,An,Ae,D
Fringilla_coelebs,Passeriformes,6.75,8.13,0.81,23.81,So,Pm,Om,Ge,D
Fringilla_montifringilla,Passeriformes,6.2,8.13,0.75,23.19,De,Mi,Pl,Ge,D
Fulica_atra,Gruiformes,11.6,NA,2.85,717.12,Op,Se,Pl,Ge,D
Fulmarus_glacialis,Procellariiformes,16.1,NA,6.33,611.94,Op,Mi,An,Aq,D
Furnarius_rufus,Passeriformes,8.12,9.61,1.33,46.42,Op,Se,An,Te,D
Galbula_albirostris,Piciformes,8.5,10.85,0.61,22.1,De,Se,An,In,D
Galbula_galbula,Piciformes,8.8,10.05,0.58,23,So,Se,An,In,D
Galerida_cristata,Passeriformes,7.3,9.18,1.17,42.68,Op,Se,Om,Te,D
Gallicolumba_rubescens,Columbiformes,8.2,10.95,1.03,60,De,Se,Pl,In,D
Gallinago_gallinago,Charadriiformes,9.3,NA,1.41,112.94,Op,Mi,An,Te,D
Gallinago_nobilis,Charadriiformes,10.2,NA,2.09,192.44,Op,Se,An,Te,D
Gallinago_stenura,Charadriiformes,10,NA,1.5,113,Op,Mi,An,Te,D
Gallus_gallus,Galliformes,8.55,10.95,3.53,751.72,De,Se,Pl,Te,D
Garrulax_leucolophus,Passeriformes,11.1,12.95,2.46,123.44,So,Se,An,Te,D
Garrulus_glandarius,Passeriformes,14.05,16.53,3.91,159.46,De,Pm,Om,In,D
Garrulus_lanceolatus,Passeriformes,11.8,14.35,2.54,97.7,De,Pm,Om,In,D
Gavia_stellata,Gaviiformes,16.1,NA,5.54,1486,Op,Mi,An,Aq,D
Geococcyx_californianus,Cuculiformes,15.9,18.85,3.49,376,So,Se,An,Te,D
Geoffroyus_geoffroyi,Psittaciformes,11.9,14.5,4.26,164,De,Se,Pl,In,D
Geopelia_cuneata,Columbiformes,6.1,8.75,0.59,31.6,So,Se,Pl,Te,D
Geopelia_humeralis,Columbiformes,9.3,12,1.26,128.42,So,Se,Pl,Te,D
Geophaps_smithii,Columbiformes,8.3,12.45,1.39,194,De,Pm,Pl,Te,D
Geositta_cunicularia,Passeriformes,8.4,9.95,0.97,28.5,Op,Se,An,Te,D
Geothlypis_trichas,Passeriformes,5.6,7.45,0.52,9.54,De,Mi,An,In,D
Geotrygon_montana,Columbiformes,10,12.95,1.14,133.86,De,Se,Pl,Te,D
Gerygone_flavolateralis,Passeriformes,5.8,7,0.34,6.3,De,Se,An,In,D
Gerygone_fusca,Passeriformes,5.1,6.15,0.34,5.4,So,Se,An,In,D
Glareola_nuchalis,Charadriiformes,8.8,12.1,0.85,62.7,Op,Pm,An,Ae,D
Glaucidium_brasilianum,Strigiformes,12.3,NA,2.51,63.3,So,Se,An,In,D
Glaucidium_gnoma,Strigiformes,11.3,NA,3.6,61.25,So,Se,An,In,D
Glaucidium_passerinum,Strigiformes,12.6,NA,2.59,57.87,De,Pm,An,In,D
Glaucis_hirsutus,Caprimulgiformes,4.75,5.93,0.25,6.76,De,Se,Pl,Ae,D
Glossopsitta_concinna,Psittaciformes,8.1,10.05,2.87,70.54,So,Se,Pl,In,D
Glossopsitta_porphyrocephala,Psittaciformes,6.8,8.05,1.89,44.7,So,Se,Pl,In,D
Glossopsitta_pusilla,Psittaciformes,6.6,8,1.59,39.4,So,Se,Pl,In,D
Glyphorynchus_spirurus,Passeriformes,5.9,7.63,0.62,14.6,De,Se,An,In,D
Gnorimopsar_chopi,Passeriformes,8.4,9.28,1.8,65.9,So,Se,Om,Te,D
Goura_cristata,Columbiformes,18,22.7,5.27,2000,So,Se,Pl,Te,D
Goura_scheepmakeri,Columbiformes,18,21.1,5.75,2235,So,Se,Pl,Te,D
Goura_victoria,Columbiformes,17.4,22.6,5.43,2384,So,Se,Pl,Te,D
Gracula_religiosa,Passeriformes,11.7,14.2,3.68,192,De,Se,Pl,In,D
Grallina_bruijni,Passeriformes,8.4,9.7,1,38.4,So,Pm,An,Te,D
Grallina_cyanoleuca,Passeriformes,10.56,12.43,1.68,82.57,So,Se,An,Te,D
Graydidascalus_brachyurus,Psittaciformes,11.6,12.9,5.3,159,De,Se,Pl,In,D
Grus_canadensis,Gruiformes,18.58,NA,14.82,4296.22,Op,Mi,Om,Te,D
Grus_grus,Gruiformes,21.4,NA,19.96,5499.99,Op,Mi,Pl,Te,D
Guira_guira,Cuculiformes,10.93,13.05,1.92,141,Op,Se,An,Te,D
Guttera_pucherani,Galliformes,15.6,18.95,4.9,1149,De,Se,Om,Te,D
Gymnobucco_calvus,Piciformes,8.35,9.68,1.25,54.51,De,Pm,Pl,In,D
Gymnocichla_nudiceps,Passeriformes,8.5,10.6,1.06,30.5,De,Se,An,In,D
Gymnoderus_foetidus,Passeriformes,15.6,17.55,3.53,275.49,So,Se,Pl,In,D
Gymnogyps_californianus,Cathartiformes,25.5,NA,27.25,8442.74,Op,Se,Ca/Re,Te,D
Gymnophaps_albertisii,Columbiformes,12.5,15.85,2.1,259,De,Se,Pl,In,D
Gymnopithys_leucaspis,Passeriformes,8.5,9.7,0.76,27.2,De,Se,An,In,D
